2000 3400
49:0.010397 57:0.010581 65:0.010571 71:0.011489 176:0.011899 190:0.016758 191:0.022290 242:0.011516 246:0.013483 269:0.010909 290:0.042746 291:0.020820 414:0.014490 530:0.013109 543:0.023804 544:0.014978 545:0.070480 551:0.010727 665:0.010477 704:0.047143 708:0.024893 745:0.010540 756:0.015625 769:0.040535 778:0.013714 780:0.026209 787:0.012093 848:0.012503 883:0.019537 969:0.013596 970:0.014511 995:0.011471 997:0.010849 1000:0.012676 1001:0.012927 1006:0.031528 1011:0.114790 1023:0.013932 1057:0.017790 1074:0.014322 1109:0.011172 1130:0.014755 1194:0.017035 1417:0.018839 1421:0.010420 1422:0.011163 1477:0.021431 1521:0.044328 1528:0.012283 1537:0.010531 1616:0.010607 1658:0.011530 1746:0.012365 1773:0.012144 1781:0.067174 1784:0.012158 1845:0.032450 1905:0.030873 1943:0.027518 1966:0.011803 2071:0.117092 2073:0.054095 2075:0.025642 2084:0.011701 2151:0.014450 2161:0.013803 2171:0.011427 2281:0.012661 2308:0.012108 2330:0.011673 2331:0.018067 2337:0.034188 2370:0.010456 2394:0.012307 2395:0.012400 2419:0.018031 2420:0.015511 2571:0.010659 2573:0.329756 2575:0.011203 2584:0.011772 2618:0.013650 2637:0.020656 2685:0.354859 2688:0.011078 2716:0.017602 2753:0.011596 2761:0.010539 2911:0.218053 2915:0.012667 2970:0.035869 3035:0.011365 3065:0.021701 3099:0.015478 3128:0.025539 3136:0.032492 3151:0.011601 3217:0.010994 3321:0.237747 3327:0.934423
154:0.027625 210:0.022899 253:0.022758 268:0.164832 269:0.030192 279:0.023849 283:0.034075 290:0.075731 310:0.066164 314:0.055535 315:0.207254 432:0.052856 451:0.070059 453:0.025091 543:0.024604 545:0.023168 612:0.030728 644:0.037441 704:0.108066 708:0.030658 755:0.021958 761:0.020358 769:0.460312 770:0.025328 773:0.064701 774:0.044425 776:0.028448 777:0.083704 780:0.037394 787:0.031804 826:0.032715 833:0.037349 849:0.164993 959:0.027113 960:0.032251 975:0.022390 994:0.065989 1006:0.064930 1011:0.031173 1034:0.020457 1046:0.022366 1056:0.020752 1093:0.030752 1130:0.020473 1154:0.021322 1169:0.024158 1171:0.042810 1176:0.232509 1194:0.053104 1202:0.027027 1407:0.045722 1477:0.029909 1577:0.045690 1582:0.026686 1584:0.870930 1627:0.077359 1660:0.020253 1677:0.025310 1685:0.023565 1686:0.052098 1687:0.023466 1719:0.029929 1746:0.024553 1769:0.064508 1801:0.022299 1810:0.019803 1827:0.048588 1845:0.020440 1873:0.025853 1903:0.022899 1905:0.019690 2104:0.031141 2130:0.046616 2132:0.053722 2179:0.022372 2322:0.023100 2419:0.021063 2432:0.045742 2560:0.040585 2561:0.038616 2570:0.026806 2573:0.423587 2664:0.034679 2685:0.552228 2714:0.019804 2737:0.028192 2739:0.022556 2839:0.033552 3008:0.019984 3036:0.036844 3060:0.081633 3061:0.027612 3065:0.112329 3078:0.031549 3108:0.020993 3128:0.035506 3184:0.025188 3321:0.439102 3327:0.982195 3381:0.036564
28:0.013786 93:0.019469 142:0.015109 155:0.013365 268:0.014137 269:0.013814 284:0.302140 290:0.015885 300:0.103212 301:0.099242 302:0.015545 341:0.060716 344:0.051929 362:0.017259 411:0.014555 438:0.033791 463:0.029250 483:0.023455 485:0.013425 491:0.358322 494:0.014238 539:0.022036 555:0.013701 826:0.025695 859:0.016571 896:0.058624 913:0.022865 994:0.178070 1188:0.015063 1194:0.013452 1212:0.016352 1228:0.016186 1312:0.044295 1314:0.063340 1318:0.022183 1423:0.014637 1437:0.019624 1487:0.018606 1535:0.024253 1616:0.013480 1627:0.064873 1637:0.013477 1688:0.014205 1758:0.383176 1761:0.013740 1781:0.014623 1810:0.021621 1945:0.014173 1960:0.014671 1967:0.013991 1971:0.039532 1974:0.014299 1976:0.252794 1982:0.014802 2215:0.013678 2294:0.016559 2296:0.015525 2313:0.016737 2417:0.272274 2447:0.017943 2454:0.073002 2455:0.077071 2470:0.016359 2486:0.013365 2488:0.014247 2493:0.023604 2496:0.031677 2524:0.095309 2547:0.015621 2626:0.018433 2628:0.028536 2637:0.014288 2649:0.013922 2654:0.178033 2658:0.016771 2685:0.014005 2710:0.029412 2797:0.028329 2851:0.021716 2972:0.022378 2979:0.018569 3006:0.028197 3073:0.017951 3074:0.091063 3116:0.020773 3117:0.013456 3118:0.015631 3123:0.015582 3124:0.013978 3128:0.023025 3143:0.013853 3225:0.102713 3321:0.263545 3327:0.570515 3357:0.095477 3358:0.019080 3371:0.034289 3372:0.015692 3373:0.037487 3374:0.025000
19:0.017328 49:0.019515 65:0.015382 86:0.015816 96:0.015544 97:0.017043 118:0.053118 159:0.018438 162:0.032057 228:0.015207 241:0.014918 290:0.021938 361:0.014259 402:0.025499 404:0.128545 441:0.032769 505:0.019662 616:0.014218 645:0.014616 702:0.025817 712:0.020764 782:0.018176 797:0.016987 861:0.020790 896:0.020267 969:0.015414 970:0.015172 972:0.016188 1023:0.015026 1130:0.014428 1151:0.014682 1152:0.023605 1179:0.014257 1181:0.014459 1194:0.016656 1262:0.017422 1272:0.016149 1320:0.015087 1337:0.017511 1357:0.014846 1416:0.020230 1524:0.014425 1581:0.018713 1614:0.015413 1661:0.014586 1666:0.044327 1694:0.033168 1697:0.022764 1721:0.014676 1746:0.015635 1773:0.018195 1781:0.187340 1884:0.030454 1909:0.014706 1949:0.179303 1952:0.017902 2086:0.015719 2145:0.060144 2151:0.014933 2181:0.170616 2281:0.032857 2356:0.014767 2417:0.037658 2424:0.019294 2426:0.017217 2428:0.034245 2447:0.191447 2598:0.015832 2606:0.052769 2607:0.017424 2608:0.020583 2609:0.451023 2637:0.015388 2649:0.023983 2685:0.112967 2693:0.015287 2694:0.018014 2710:0.141835 2714:0.047515 2727:0.015170 2788:0.158329 2821:0.018917 2823:0.014828 2824:0.020509 2825:0.019904 2898:0.047182 2909:0.016312 2910:0.131601 2955:0.017503 3096:0.017494 3103:0.014736 3118:0.018243 3123:0.015085 3240:0.022180 3321:0.119416 3327:0.927651 3345:0.014371 3361:0.014464 3369:0.016904 3373:0.018613
7:0.008608 30:0.009383 49:0.015767 65:0.010729 97:0.012384 115:0.013014 119:0.008885 143:0.008021 223:0.010625 228:0.008836 242:0.008432 245:0.008749 268:0.008998 269:0.010438 290:0.013807 291:0.009429 444:0.026615 468:0.010033 564:0.009144 745:0.011373 755:0.008663 782:0.012182 826:0.012511 919:0.041384 987:0.008466 994:0.008435 1023:0.060710 1044:0.038608 1045:0.011727 1046:0.008342 1049:0.011712 1050:0.008362 1105:0.008451 1106:0.012543 1130:0.014353 1194:0.019016 1268:0.012371 1294:0.008132 1376:0.013025 1377:0.016988 1379:0.015363 1486:0.012384 1494:0.010899 1594:0.284007 1600:0.039256 1616:0.009387 1746:0.011882 1773:0.008193 1781:0.038807 1844:0.009996 1905:0.020803 1949:0.017600 2042:0.011974 2065:0.010758 2095:0.010697 2098:0.044580 2106:0.007961 2151:0.012313 2153:0.009031 2265:0.010168 2266:0.009854 2281:0.010620 2370:0.010334 2376:0.011038 2383:0.008144 2434:0.022548 2437:0.008417 2463:0.008758 2584:0.010349 2600:0.011992 2611:0.008992 2637:0.011078 2685:0.150294 2688:0.008110 2710:0.028611 2714:0.009640 2716:0.015732 2757:0.024536 2761:0.008986 2783:0.008729 2788:0.053568 2835:0.008189 2883:0.008168 2887:0.012069 2939:0.008036 3016:0.008945 3031:0.009179 3078:0.014271 3099:0.009000 3114:0.009820 3118:0.008495 3123:0.008049 3128:0.009754 3151:0.009785 3165:0.009277 3169:0.008323 3217:0.008290 3312:0.010011 3321:0.303788 3327:0.596673
49:0.009653 57:0.016828 65:0.011602 96:0.009577 97:0.020908 119:0.009112 141:0.012119 164:0.011384 195:0.011074 242:0.011702 268:0.010137 269:0.014391 290:0.011266 291:0.012880 322:0.031824 323:0.149217 463:0.014793 551:0.013164 555:0.009285 626:0.008843 755:0.009504 782:0.011110 785:0.008817 942:0.013688 1011:0.021311 1023:0.017209 1042:0.011594 1046:0.011924 1130:0.013808 1240:0.011018 1252:0.009200 1263:0.008826 1403:0.010113 1452:0.010839 1494:0.012041 1496:0.025312 1511:0.023236 1538:0.032267 1616:0.012279 1627:0.085501 1694:0.009034 1722:0.014345 1742:0.016939 1746:0.011917 1844:0.010747 1905:0.089404 1986:0.010272 2000:0.008950 2040:0.018562 2041:0.012320 2042:0.037609 2065:0.009160 2081:0.008620 2087:0.009106 2104:0.009318 2153:0.009664 2223:0.009937 2249:0.010000 2321:0.009938 2370:0.009211 2387:0.016723 2389:0.011966 2451:0.009260 2462:0.015015 2546:0.009528 2625:0.019305 2654:0.009250 2662:0.008908 2684:0.011621 2685:0.396361 2688:0.014380 2714:0.011914 2716:0.009152 2739:0.008593 2761:0.009139 2775:0.010619 2788:0.207785 2933:0.128870 2945:0.012260 2962:0.010954 2995:0.012706 3020:0.009964 3048:0.008567 3078:0.018075 3079:0.020734 3096:0.011305 3099:0.011531 3110:0.017802 3128:0.009442 3151:0.011693 3165:0.012518 3168:0.018402 3217:0.011303 3271:0.011362 3276:0.019291 3321:0.301413 3327:0.940140 3329:0.009280 3360:0.009025 3373:0.014564
49:0.012739 57:0.014584 58:0.010026 65:0.017456 96:0.009509 97:0.010067 107:0.009837 119:0.009852 242:0.012162 268:0.013405 269:0.012136 290:0.036856 291:0.012911 551:0.016802 584:0.014142 618:0.011521 642:0.010313 647:0.009769 665:0.009276 666:0.011029 745:0.009458 782:0.011121 793:0.018530 842:0.013073 843:0.009323 861:0.011444 896:0.113885 970:0.010208 1023:0.023870 1042:0.010591 1046:0.011238 1130:0.015748 1194:0.028171 1240:0.010716 1252:0.023581 1377:0.018613 1379:0.021823 1403:0.011570 1416:0.009445 1437:0.011476 1496:0.027537 1542:0.010461 1557:0.009815 1608:0.009543 1616:0.012175 1627:0.116964 1697:0.018563 1722:0.012228 1742:0.033346 1746:0.050985 1773:0.010557 1781:0.087084 1786:0.014744 1844:0.010710 1877:0.010232 1905:0.099417 1906:0.049199 1949:0.011444 1957:0.022289 1958:0.055800 1967:0.009549 1970:0.036553 2045:0.010318 2065:0.011026 2151:0.017622 2152:0.012233 2153:0.009742 2281:0.010354 2370:0.011250 2507:0.024579 2584:0.013231 2637:0.018168 2649:0.011962 2684:0.010564 2685:0.450681 2688:0.011761 2710:0.067811 2714:0.010853 2716:0.017101 2761:0.009679 2778:0.026152 2779:0.010472 3073:0.010745 3078:0.049176 3099:0.009745 3118:0.014049 3123:0.018004 3124:0.010622 3128:0.014389 3151:0.012447 3165:0.013221 3168:0.062568 3217:0.012680 3321:0.221058 3327:0.960633 3329:0.010091 3333:0.010330 3367:0.022020 3369:0.009765 3373:0.009760
49:0.014830 65:0.020119 97:0.014296 107:0.013823 120:0.019634 121:0.035118 159:0.019550 241:0.074074 242:0.014686 290:0.032223 291:0.015106 317:0.014502 402:0.016805 404:0.071844 640:0.013575 665:0.015560 692:0.013923 745:0.057570 782:0.019828 887:0.015070 896:0.269512 944:0.059150 969:0.083062 970:0.026556 1020:0.020352 1023:0.016233 1034:0.016295 1130:0.018688 1152:0.021084 1194:0.022234 1205:0.347835 1246:0.016591 1272:0.019251 1294:0.040657 1301:0.055502 1313:0.033744 1314:0.014393 1437:0.016758 1479:0.136440 1510:0.014748 1524:0.017962 1542:0.046903 1627:0.020570 1661:0.016477 1666:0.014123 1727:0.015546 1742:0.021651 1746:0.020671 1773:0.013624 1781:0.021245 1841:0.139040 1842:0.146886 1844:0.019857 1905:0.764196 1906:0.093893 1922:0.019831 1926:0.013922 1949:0.013716 1958:0.310710 1973:0.016524 2040:0.013809 2105:0.070496 2281:0.015172 2356:0.015316 2384:0.019222 2424:0.024540 2426:0.021267 2428:0.013841 2451:0.017788 2452:0.014398 2584:0.042654 2585:0.018285 2609:0.017460 2654:0.021713 2685:0.592461 2688:0.016740 2710:0.240321 2714:0.016365 2716:0.013961 2831:0.028558 2849:0.055213 2850:0.019193 2885:0.015089 2898:0.076968 2909:0.037374 2910:0.049960 2942:0.154021 3073:0.013613 3078:0.017402 3090:0.019275 3124:0.017652 3165:0.027807 3321:0.332574 3327:0.927595 3333:0.018306 3340:0.020160 3358:0.084323 3360:0.020171 3361:0.024701 3373:0.099625
49:0.014281 57:0.020103 183:0.055386 204:0.013666 209:0.018035 269:0.019489 290:0.027539 291:0.065298 300:0.049914 301:0.043675 375:0.120395 376:0.086011 397:0.029408 398:0.025743 438:0.060057 458:0.021267 470:0.053635 555:0.012683 782:0.012238 826:0.023823 861:0.012632 896:0.030618 924:0.027181 953:0.014604 1004:0.021426 1063:0.033224 1169:0.016328 1170:0.022859 1194:0.046473 1369:0.038148 1489:0.030352 1490:0.035087 1566:0.040810 1616:0.011826 1622:0.037417 1623:0.049628 1627:0.028008 1700:0.015403 1722:0.011980 1725:0.016273 1733:0.046426 1746:0.012388 1766:0.016217 1774:0.021302 1810:0.013221 1847:0.278614 1967:0.016697 1969:0.022616 1970:0.014064 2004:0.026817 2061:0.020294 2115:0.038175 2127:0.027243 2151:0.016228 2203:1.000000 2206:0.087901 2208:0.111249 2209:0.103237 2212:0.036597 2213:0.035523 2216:0.040335 2217:0.033568 2230:0.060839 2268:0.020679 2315:0.020501 2370:0.014058 2417:0.096920 2421:0.019095 2513:0.050529 2515:0.021552 2584:0.013801 2614:0.037328 2637:0.022871 2640:0.033825 2650:0.027965 2662:0.011998 2685:0.221466 2700:0.014342 2714:0.031134 2716:0.014963 2740:0.126308 2873:0.059811 2919:0.070163 2920:0.053296 2923:0.043644 2926:0.030304 2951:0.017429 3064:0.028367 3091:0.021646 3123:0.019695 3124:0.012025 3128:0.027919 3132:0.054595 3151:0.013116 3161:0.026825 3201:0.025518 3206:0.018283 3247:0.028199 3321:0.504405 3327:0.819453
49:0.013780 57:0.014651 58:0.013782 65:0.021123 93:0.013270 97:0.019982 118:0.014033 269:0.014148 362:0.015931 381:0.017420 411:0.013857 483:0.014634 491:0.015934 621:0.019251 640:0.018263 707:0.015683 743:0.014473 745:0.044100 782:0.015356 826:0.038686 896:0.126199 970:0.014666 1023:0.047319 1107:0.013096 1130:0.018569 1148:0.017233 1194:0.076347 1205:0.088768 1247:0.021927 1285:0.014190 1417:0.029758 1437:0.020601 1445:0.026686 1477:0.098911 1493:0.013122 1542:0.018316 1557:0.014743 1599:0.014725 1674:0.040091 1694:0.022433 1699:0.017966 1742:0.014776 1758:0.015666 1781:0.062342 1787:0.035778 1844:0.029458 1874:0.013374 1877:0.013882 1884:0.015489 1905:0.606513 1906:0.049979 1958:0.226213 1976:0.014549 2042:0.013775 2104:0.027537 2151:0.037675 2152:0.016756 2153:0.012852 2158:0.041195 2281:0.016896 2449:0.017724 2451:0.018402 2584:0.019377 2613:0.015039 2615:0.013026 2628:0.021779 2637:0.025682 2649:0.020122 2654:0.080696 2685:0.272154 2688:0.018094 2716:0.045201 2831:0.013281 2882:0.014452 2885:0.051470 2892:0.019307 2898:0.013933 2972:0.012882 3065:0.071978 3070:0.015659 3073:0.015336 3078:0.019922 3090:0.041902 3091:0.013532 3114:0.019789 3118:0.020786 3123:0.014527 3124:0.018753 3128:0.014099 3165:0.022988 3190:0.013196 3297:0.015174 3298:0.012850 3321:0.634784 3327:0.912998 3360:0.015400 3361:0.035740 3369:0.019898 3373:0.026132 3374:0.018823
10:0.010010 49:0.013776 65:0.010710 97:0.009387 118:0.011049 159:0.009346 241:0.016505 268:0.011372 269:0.034260 284:0.057059 290:0.055709 291:0.010693 300:0.012763 341:0.024422 344:0.015051 438:0.025264 463:0.009341 483:0.024971 491:0.045072 493:0.009463 494:0.009612 539:0.019117 640:0.013140 745:0.026574 749:0.016712 782:0.010662 826:0.014231 861:0.019479 896:0.061665 913:0.012122 944:0.009755 946:0.010482 970:0.011142 994:0.026758 1023:0.009700 1130:0.010861 1194:0.016333 1205:0.017331 1228:0.011439 1262:0.009528 1294:0.009820 1416:0.010904 1437:0.010626 1487:0.012722 1503:0.011936 1594:0.018227 1616:0.012232 1627:0.170193 1681:0.009689 1746:0.013070 1758:0.020569 1773:0.011282 1781:0.110371 1810:0.011373 1855:0.009549 1949:0.015419 1967:0.009473 1976:0.024657 1982:0.011658 2045:0.009647 2151:0.017360 2152:0.013476 2281:0.012047 2315:0.018009 2417:0.231277 2421:0.010592 2424:0.011668 2429:0.010235 2447:0.011284 2470:0.011627 2584:0.009574 2609:0.042309 2637:0.017926 2649:0.017745 2654:0.016556 2685:0.101843 2710:0.204482 2714:0.010720 2761:0.009740 2779:0.009995 2785:0.011536 2898:0.014745 2979:0.016995 3078:0.010115 3091:0.011589 3099:0.025309 3118:0.016411 3123:0.013765 3124:0.010875 3128:0.021610 3151:0.013375 3312:0.012121 3321:0.200667 3327:0.957612 3333:0.010091 3340:0.013243 3361:0.011240 3371:0.014346 3373:0.016577 3374:0.010766
19:0.013956 30:0.017674 49:0.019622 57:0.014680 65:0.018576 72:0.019625 97:0.028267 118:0.028444 268:0.016320 269:0.018953 290:0.017896 362:0.014386 483:0.280236 485:0.014708 491:0.315961 494:0.016836 505:0.016118 539:0.018186 591:0.019054 592:0.017630 650:0.026111 861:0.036573 896:0.035350 913:0.018058 944:0.014543 1023:0.026869 1130:0.022851 1188:0.014332 1194:0.017630 1234:0.013982 1271:0.015280 1318:0.015237 1388:0.020926 1581:0.016285 1666:0.015907 1671:0.013927 1694:0.020465 1697:0.016841 1746:0.015198 1758:0.014258 1781:0.085205 1862:0.014453 1866:0.015752 1884:0.014630 1909:0.014172 1949:0.015133 1952:0.023327 1976:0.109369 2000:0.016859 2100:0.014930 2145:0.014359 2151:0.014611 2152:0.016930 2181:0.013565 2215:0.019854 2225:0.022522 2269:0.015997 2294:0.039254 2313:0.016043 2387:0.015973 2426:0.013961 2428:0.014723 2447:0.303500 2488:0.018325 2584:0.015034 2605:0.015262 2609:0.076780 2637:0.019164 2649:0.109567 2654:0.106888 2658:0.014369 2685:0.115720 2696:0.326775 2698:0.016408 2710:0.118821 2716:0.026648 2787:0.020872 2788:0.034064 2797:0.018411 2821:0.024110 2909:0.016236 2948:0.029489 2949:0.036349 2979:0.022568 2981:0.015578 3017:0.014274 3078:0.014547 3096:0.033762 3099:0.017975 3118:0.019746 3123:0.020283 3128:0.033918 3240:0.014823 3321:0.208007 3327:0.984908 3344:0.017218 3361:0.017166 3362:0.015252 3369:0.013637 3373:0.114403
7:0.009841 19:0.012056 49:0.017452 57:0.009166 58:0.034741 65:0.012181 107:0.010714 187:0.008887 211:0.025755 212:0.018548 269:0.012250 290:0.018241 291:0.010120 339:0.009401 369:0.011888 438:0.021919 483:0.035001 491:0.044219 494:0.009187 539:0.011729 542:0.010252 608:0.012381 782:0.008756 818:0.008855 861:0.009857 896:0.043133 913:0.010582 953:0.014303 967:0.011799 1023:0.013419 1126:0.008753 1130:0.011448 1188:0.009057 1194:0.008939 1205:0.009367 1261:0.009336 1363:0.009999 1416:0.010852 1487:0.009320 1503:0.010482 1504:0.012147 1535:0.009062 1616:0.010965 1627:0.568972 1629:0.011923 1631:0.009179 1642:0.010089 1694:0.010295 1697:0.013236 1725:0.009557 1726:0.010238 1742:0.016910 1758:0.016900 1781:0.072185 1786:0.010665 1855:0.010849 1884:0.012344 1949:0.010732 1976:0.030893 2142:0.013288 2151:0.017437 2152:0.012973 2250:0.008786 2251:0.008955 2315:0.019061 2325:0.013452 2417:0.183546 2488:0.008798 2507:0.032693 2584:0.012160 2628:0.010405 2637:0.019961 2649:0.013929 2654:0.009981 2657:0.009735 2685:0.068215 2710:0.066690 2714:0.009714 2716:0.021602 2785:0.008758 2898:0.009719 2979:0.011884 3073:0.011085 3091:0.010374 3118:0.018879 3123:0.018465 3124:0.010630 3128:0.015038 3151:0.011436 3225:0.047143 3286:0.026517 3295:0.010689 3321:0.157268 3327:0.790788 3333:0.012191 3340:0.015097 3358:0.008917 3369:0.009026 3373:0.022095 3374:0.012532
30:0.016031 49:0.019554 65:0.022192 104:0.017228 107:0.016203 224:0.042026 226:0.017793 268:0.036246 290:0.031841 291:0.019830 406:0.020692 419:0.030754 483:0.031075 491:0.053598 526:0.016689 622:0.020764 643:0.023569 649:0.015984 650:0.028385 680:0.023231 896:0.082606 982:0.021604 983:0.016671 1023:0.027617 1130:0.019169 1172:0.016825 1194:0.032444 1205:0.023060 1233:0.017652 1319:0.021434 1370:0.021922 1371:0.030304 1525:0.022975 1526:0.019943 1527:0.026147 1551:0.026300 1552:0.126455 1553:0.021097 1603:0.017074 1627:0.364846 1666:0.018115 1694:0.028472 1746:0.019043 1773:0.019014 1780:0.016726 1781:0.038883 1836:0.022166 1884:0.045101 1905:0.038910 1906:0.016870 1911:0.021506 1926:0.015914 1958:0.032005 1976:0.057286 2007:0.035667 2021:0.099208 2022:0.020307 2023:0.071725 2223:0.016557 2225:0.017749 2226:0.093579 2227:0.078833 2229:0.021343 2281:0.016308 2310:0.129206 2315:0.026848 2389:0.023157 2417:0.023941 2447:0.120401 2625:0.018421 2645:0.017105 2649:0.017015 2654:0.019282 2685:0.552099 2696:0.396021 2698:0.029118 2699:0.018239 2710:0.240347 2716:0.023594 2819:0.017961 2934:0.018148 2949:0.022959 3009:0.030391 3010:0.018726 3027:0.019118 3028:0.019337 3091:0.017727 3094:0.017947 3118:0.020824 3123:0.026361 3165:0.017025 3275:0.019022 3321:0.297207 3327:0.933107 3333:0.029672 3340:0.016408 3341:0.018545 3360:0.026143 3361:0.020147 3373:0.086067
10:0.017213 28:0.012967 65:0.017244 97:0.020654 162:0.013070 204:0.014133 256:0.017926 266:0.013098 268:0.062441 269:0.016388 284:0.656521 285:0.026120 286:0.016394 287:0.015452 288:0.094436 289:0.016154 290:0.027089 291:0.019080 299:0.015491 300:0.295885 301:0.211577 302:0.024576 354:0.016202 362:0.018638 412:0.013082 438:0.034100 483:0.015530 491:0.053627 720:0.016513 745:0.013947 786:0.014525 813:0.032440 826:0.014211 859:0.016967 861:0.014715 870:0.014701 896:0.073554 923:0.025600 994:0.076635 996:0.018324 998:0.020165 999:0.015924 1023:0.014638 1027:0.016984 1130:0.018492 1194:0.041407 1273:0.032199 1423:0.014030 1437:0.023504 1459:0.015887 1512:0.019707 1627:0.117972 1707:0.025093 1746:0.013931 1758:0.046722 1763:0.021266 1781:0.013578 1829:0.014067 1834:0.017185 1892:0.015412 1967:0.018895 1970:0.013080 1976:0.013891 2126:0.013739 2151:0.015269 2164:0.023915 2185:0.013893 2202:0.013945 2273:0.016330 2305:0.013908 2315:0.025013 2377:0.018185 2378:0.016199 2379:0.035726 2380:0.017277 2392:0.016412 2417:0.104157 2454:0.027444 2455:0.024211 2496:0.014857 2514:0.014514 2584:0.014690 2654:0.019354 2666:0.014135 2684:0.014682 2685:0.257638 2710:0.033414 2716:0.019532 2809:0.060992 2972:0.013842 2979:0.014774 3018:0.018351 3116:0.014615 3118:0.014542 3128:0.023789 3321:0.508816 3327:0.857017 3354:0.013245 3373:0.018088 3374:0.014435
0:0.012392 10:0.011504 30:0.017700 49:0.009649 54:0.009582 57:0.010199 65:0.021457 204:0.008703 234:0.008890 242:0.011474 254:0.009819 255:0.009447 268:0.049679 269:0.010266 290:0.046570 308:0.012472 309:0.011711 413:0.008531 512:0.010083 551:0.010614 566:0.009750 593:0.008630 642:0.008668 730:0.009561 745:0.008623 769:0.022959 824:0.011958 825:0.103918 853:0.009516 890:0.025233 901:0.009767 919:0.010334 943:0.009470 969:0.010954 1011:0.042152 1023:0.027385 1042:0.009798 1046:0.010619 1128:0.011339 1130:0.010937 1148:0.010177 1240:0.010381 1257:0.008572 1354:0.011532 1366:0.009832 1376:0.337650 1403:0.009958 1417:0.016349 1422:0.009257 1556:0.009411 1562:0.044902 1598:0.010969 1606:0.015562 1616:0.012545 1658:0.015702 1722:0.009918 1725:0.010843 1781:0.084445 1784:0.013779 1810:0.022151 1841:0.033918 1842:0.025255 1844:0.008610 1888:0.008579 1889:0.021788 1893:0.077404 1962:0.008623 1963:0.008647 2125:0.011301 2151:0.011001 2325:0.011618 2337:0.008596 2467:0.008864 2573:0.061721 2584:0.010793 2637:0.012402 2659:0.009689 2671:0.025521 2672:0.057082 2685:0.276217 2688:0.009748 2710:0.027952 2716:0.036024 2911:0.196864 2946:0.012213 3056:0.013247 3065:0.055815 3078:0.011250 3099:0.009436 3118:0.009216 3136:0.040466 3151:0.012819 3168:0.029827 3217:0.009442 3245:0.013809 3310:0.009910 3321:0.539104 3327:0.873189 3329:0.008913 3351:0.013971
65:0.023273 95:0.027227 97:0.030367 143:0.047626 144:0.024312 147:0.038552 191:0.019697 228:0.019385 245:0.030224 290:0.020728 345:0.076945 402:0.016462 448:0.053435 505:0.096660 640:0.036258 681:0.026899 702:0.020623 712:0.168769 714:0.023384 781:0.021057 861:0.019865 969:0.020184 987:0.070100 994:0.018117 1023:0.031643 1044:0.031919 1045:0.021166 1049:0.338846 1050:0.055180 1151:0.017058 1152:0.034462 1179:0.036738 1180:0.035958 1181:0.030623 1194:0.016516 1210:0.019220 1271:0.016288 1285:0.019249 1307:0.017534 1458:0.016338 1581:0.030277 1594:0.741314 1694:0.043242 1697:0.025044 1703:0.029001 1721:0.017021 1757:0.019487 1781:0.102211 1789:0.019773 1864:0.027145 1905:0.034231 1922:0.018555 1952:0.017020 2095:0.089183 2098:0.045072 2101:0.017892 2106:0.172140 2107:0.112365 2145:0.322672 2265:0.030083 2266:0.026687 2311:0.020232 2376:0.026842 2424:0.017320 2426:0.022004 2428:0.092808 2437:0.018602 2440:0.018137 2447:0.026353 2584:0.024872 2598:0.018802 2600:0.039632 2601:0.035249 2604:0.193957 2606:0.017950 2607:0.017673 2608:0.019628 2609:0.954500 2610:0.016247 2655:0.020407 2685:0.239539 2694:0.019487 2710:0.170442 2716:0.016126 2762:0.028447 2783:0.023338 2785:0.057927 2788:0.031064 2821:0.027413 2887:0.023416 2898:0.017518 2909:0.018162 2910:0.021541 2939:0.019900 3031:0.024918 3103:0.020273 3169:0.022725 3240:0.021991 3321:0.271228 3327:0.972186
22:0.018486 30:0.071285 65:0.016432 106:0.015187 124:0.023048 129:0.020981 168:0.017731 169:0.019609 205:0.018077 211:0.033835 290:0.082424 291:0.030646 374:0.016641 378:0.062651 379:0.071028 380:0.017519 473:0.017223 481:0.026457 524:0.019961 537:0.320887 668:0.024633 721:0.015193 741:0.062372 742:0.029095 749:0.018874 808:0.016265 840:0.016865 855:0.015323 863:0.059253 869:0.058195 958:0.024680 969:0.085646 988:0.106669 1103:0.019619 1137:0.028523 1139:0.015555 1141:0.819397 1142:0.017630 1143:0.015169 1144:0.015303 1145:0.185116 1212:0.017043 1232:0.017212 1238:0.015275 1265:0.020465 1308:0.017446 1344:0.853070 1345:0.027439 1346:0.052843 1351:0.017340 1443:0.023371 1475:0.020182 1516:0.018280 1529:0.017377 1534:0.018112 1627:0.094761 1728:0.016793 1729:0.019139 1737:0.015205 1739:0.022753 1781:0.023234 1786:0.015178 1791:0.016985 1797:0.031027 1798:0.109407 1799:0.111269 1800:0.041717 1905:0.019672 1984:0.015874 1992:0.016117 2017:0.024841 2028:0.019849 2046:0.153308 2048:0.024446 2082:0.018608 2128:0.020941 2168:0.036864 2177:0.021289 2348:0.016949 2635:0.024658 2641:0.021613 2654:0.031680 2665:0.024940 2685:0.204274 2710:0.033425 2712:0.015704 2735:0.040673 2975:0.125876 2976:0.089205 2983:0.017143 3078:0.017373 3099:0.065382 3154:0.026395 3155:0.106737 3225:0.029549 3239:0.017541 3294:0.016982 3321:0.321793 3327:0.896106 3363:0.039192
